feature,mean_range,overall_std,standardized_separation
rms_mean,0.02198867288728553,0.016679788766290362,1.3182824552145622
rms_std,0.012088114271561305,0.010451450328698557,1.156596825453846
spectral_rolloff_mean,342.48364825581393,300.4871750561604,1.1397612832953834
tempo,33.392686543765436,33.442877013650495,0.9984992179391572
spectral_centroid_mean,124.2439085536397,152.09360520327962,0.8168910743326939
mfcc_1_mean,27.56999511718749,42.57907956326138,0.6475009652621937
